,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Time,Species 
2612,27-Aug-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,,
2613,26-Aug-1995,1995.0,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,Survived,N,18h30,5' shark
2614,26-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,Survived,N,14h10,"""a small shark"""
2615,25-Aug-1995,1995.0,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",Swimming,M,Survived,N,"""Night""",1.2 m to 1.5 m [4' to 5'] shark
2616,22-Aug-1995,1995.0,Unprovoked,USA,North Carolina,"Wrightsville Beach, New Hanover County",Swimming ,M,Survived,N,Afternoon,"""sand"" shark"
2617,22-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County",Surfing,M,Survived,N,19h00,"""small shark"""
2618,21-Aug-1995,1995.0,Unprovoked,USA,North Carolina,Cape Lookout Bight,Diving,M,No Injury,N,,Two 1.2 m to 1.5 m [4' to 5'] sharks
2619,19-Aug-1995,1995.0,Unprovoked,TONGA,Vava’u,Near Tapana Island,Fishing,M,Survived,N,15h00,"""small shark"""
2620,15-Aug-1995,1995.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County ",Wading,M,Survived,N,08h30,1.8 m [6'] shark
2622,10-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,13h30,
2623,10-Aug-1995,1995.0,Unprovoked,USA,South Carolina,"Ocean Lakes Campground, south of Myrtle Beach, Horry County","""Riding waves on a board""",F,Survived,N,,Blacktip shark
2624,07-Aug-1995,1995.0,Unprovoked,USA,Florida,"Ponce de Leon Inlet, Volusia County ",Body boarding,M,Survived,N,14h10,1.2 m to 1.5 m [4' to 5'] shark
2627,28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,16h30,
2628,28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,14h45,
2629,28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,14h10,
2630,28-Jul-1995,1995.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Standing,M,Survived,N,13h40,
2631,28-Jul-1995,1995.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",,M,Survived,N,,
2632,24-Jul-1995,1995.0,Unprovoked,USA,South Carolina,"Pawleys Island, Georgetown County",Swimming,F,Survived,N,,
2633,23-Jul-1995,1995.0,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Body boarding,M,Survived,N,,
2634,07-Jul-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,Candeias,Surfing,M,Survived,Y,,
2635,08-Nov-1984,1984.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,M,Survived,N,17h00,
2636,06-Jul-1995,1995.0,Unprovoked,USA,Texas,Port Aransas,Surfing,M,Survived,N,,
2637,03-Jul-1995,1995.0,Provoked,USA,Mississippi,"Cat Island, Harrison County",Fishing,F,Survived,N,,Blacktip shark
2638,Early Jul-1995,1995.0,Provoked,USA,South Carolina,"Off 29th Avenue, Myrtle Beach, Horry County",Jumped off surfboard & landed on the shark,M,Survived,N,,
2639,30-Jun-1995,1995.0,Unprovoked,USA,California,"Bluefish Cove, Pt. Lobos State Park, Monterey County",Scuba diving (ascending using scooter),M,Survived,N,17h30,6 m [20'] white shark
2640,24-Jun-1995,1995.0,Unprovoked,USA,California,"LaJolla Shores, San Diego County",Kayaking,F,Survived,N,,White shark (tooth fragment recovered)
2641,23-Jun-1995,1995.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Playing / jumping,M,Survived,N,,"""sand"" shark"
2642,17-Jun-1995,1995.0,Unprovoked,USA,South Carolina,"Garden City Beach, Horry County",Surfing,M,Survived,N,,
2643,17-Jun-1995,1995.0,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,Survived,N,18h30?,1.8 m [6'] shark
2644,16-Jun-1995,1995.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Swimming,F,Survived,N,14h00,6' shark
2645,14-Jun-1995,1995.0,Unprovoked,USA,Hawaii,"Opposite Grand Wailea Resort, Wailea, Maui",Swimming,M,Survived,N,11h50,"Tiger shark, 3.7 m [12'] "
2646,13-Jun-1995,1995.0,Unprovoked,HONG KONG,Clearwater Bay,First Beach,Swimming,F,Fatal,Y,,Though to involve a tiger shark
2647,02-Jun-1995,1995.0,Unprovoked,HONG KONG,New Territories,Sheung Sze Wan Beach,Swimming,M,Fatal,Y,14h30,1.8 m to 2.1 m [6' to 7'] shark
2648,31-May-1995,1995.0,Unprovoked,HONG KONG,New Territories,Sai Kung Beach,Diving,M,Fatal,Y,,
2649,26-May-1995,1995.0,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Surfing,M,Survived,N,,Possibly a bull shark
2650,24-May-1995,1995.0,Unprovoked,FIJI,Yasawa Islands,Waya Island,Sleeping in anchored boat,M,Fatal,Y,,3.7 m [12'] shark
2652,12-May-1995,1995.0,Unprovoked,SOUTH KOREA,,Jangkodo Island,Diving for abalone,F,Survived,Y,,4 m shark
2654,13-Apr-1995,1995.0,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",,M,Survived,N,13h20,
2655,09-Apr-1995,1995.0,Unprovoked,AUSTRALIA,New South Wales,"Honeysuckle Point, Eden",Diving,M,No Injury,N,,Wobbegong shark
2656,09-Apr-1995,1995.0,Unprovoked,JAPAN,Aichi Prefecture,Atsumi Peninsula,Scuba diving for bivalves,M,Fatal,Y,10h15,6 m [20'] white shark
2657,21-Mar-1995,1995.0,Unprovoked,AUSTRALIA,New South Wales,"Clark Island, Sydney Harbour",Surf skiing,F,No Injury,N,,
2658,11-Mar-1995,1995.0,Unprovoked,AUSTRALIA,South Australia,Cactus Beach,Surfing,M,Survived,N,07h30,"Bronze whaler shark, 2 m "
2659,05-Mar-1995,1995.0,Unprovoked,BRAZIL,Maranhão,"Praia do Olho D'Água, São Luis",Swimming,M,Fatal,Y,Afternoon,
2660,19-Feb-1995,1995.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kidd’s Beach,Swimming,M,Survived,N,17h15,Raggedtooth shark
2661,Feb-1995,1995.0,Unprovoked,VENEZUELA,,,Wind surfing,M,Survived,N,,
2662,24-Jan-1995,1995.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming,M,Fatal,Y,18h00,"Tiger shark, 1.8 m [6'] "
2663,02-Jan-1995,1995.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,, 
2665,1995,1995.0,Provoked,AUSTRALIA,Queensland,Gladstone Reef,Snorkeling,M,No Injury,N,,Leopard shark
2668,30-Dec-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Body boarding,M,No Injury,N,16h00,5.5 m [18'] white shark
2669,18-Dec-1994,1994.0,Unprovoked,USA,Hawaii,"Kinikini, Mana, Kaua'i","Surfing, sitting on board",M,No Injury,N,14h45,
2670,13-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,,
2671,11-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,Survived,N,,
2674,09-Dec-1994,1994.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Commercial diver (submerged or treading water),M,Fatal,Y,08h45,5 m to 5.5 m [16.5' to 18'] white shark
2675,01-Dec-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,Fatal,Y,,
2676,25-Nov-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Spearfishing,M,No Injury,N,,"Raggedtooth shark, 2.7 m [9'] "
2677,13-Nov-1994,1994.0,Unprovoked,USA,Hawaii,"Off the Hanalei River, Kaua'i","Surfing, paddling seawards",F,Survived,N,09h45,2.7 m [9'] shark
2678,06-Nov-1994,1994.0,Unprovoked,USA,Hawaii,"Kealia Beach, Kaua'i",Surfing,M,No Injury,N,16h00,
2679,18-Oct-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,,
2680,17-Oct-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Surfing,M,Survived,N,,
2681,09-Oct-1994,1994.0,Provoked,USA,Florida,"Bill Baggs Cape Florida State Recreation Area, Miami-Dade County",Wading,F,Survived,N,13h00,Thought to involve a small sand shark
2682,05-Oct-1994,1994.0,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,Survived,N,12h00,
2683,26-Sep-1994,1994.0,Unprovoked,USA,South Carolina,"North Forest Beach, near Hilton Head, Beaufort County",Swimming,F,Survived,N,,
2684,21-Sep-1994,1994.0,Unprovoked,USA,Oregon,"Short Sand Beach, Oswald West State Park",Surfing,M,No Injury,N,16h30,5 m [16.5'] white shark
2685,Reported 11-Sep-1994,1994.0,Sea Disaster,USA,Florida,Florida Straits,Adrift on refugee raft,M,Fatal,Y,,
2686,05-Sep-1994,1994.0,Unprovoked,USA,Hawaii,Makaha Surf Beach,Jumped off rocks into white water,F,Survived,N,11h15,Small shark
2687,22-Aug-1994,1994.0,Unprovoked,JAPAN,Kagoshima Prefecture,Tatsugo-cho,,M,Survived,N,,
2688,24-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,,
2689,09-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Fatal,Y,,
2690,09-Jul-1994,1994.0,Unprovoked,REUNION,Saint-Denis,Barachois,Windsurfing,M,Fatal,Y,13h45,3 to 3.5 m [10' to 11.5'] bull shark
2691,09-Jul-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,Fatal,Y,13h26,4 m [13'] white shark
2692,09-Jul-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,Survived,N,13h25,4 m [13'] white shark
2693,08-Jul-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,,
2694,08-Jul-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,15h00,"""small shark"""
2695,24-Jun-1994,1994.0,Unprovoked,BAHAMAS,Grand Bahama Island,Freeport,Spearfishing,M,Survived,N,15h30,1.8 m [6'] shark
2696,31-May-1994,1994.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,10h30,
2697,31-May-1994,1994.0,Unprovoked,USA,Florida," Daytona Beach, Volusia County",Surfing,M,Survived,N,08h00,1.2 m [4'] spinner shark
2698,28-May-1994,1994.0,Unprovoked,USA,Florida,"3 miles east of Jacksonville Beach, Duval County",Spearfishing,M,Survived,N,,2.1 m [7'] shark
2699,24-May-1994,1994.0,Unprovoked,USA,Florida,"Spessard Holland Park, Melbourne Beach, Brevard County",Wading,F,Survived,N,,1.2 m [4'] shark
2700,23-May-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,Survived,N,Afternoon,
2701,15-May-1994,1994.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,08h30,>1.8 m [6'] shark
2703,15-Apr-1994,1994.0,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,,M,Fatal,Y,,"3 m [10'], 200-kg [441-lb] bull shark"
2704,06-Apr-1994,1994.0,Unprovoked,BAHAMAS,,Rum Cay,Wading,M,Survived,N,10h30,2' to 3' shark
2705,03-Apr-1994,1994.0,Unprovoked,USA,Florida,"Miami Beach, Dade County",Freediving for seashells,M,Survived,N,15h00,
2706,02-Apr-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Arniston,Spearfishing,M,Fatal,Y,,4.9 m white shark
2707,23-Mar-1994,1994.0,Unprovoked,CHILE,,300 miles east of Easter Island,Swimming alongside NOAA research vessel Discoverer,F,Survived,N,11h58,"3.6 m [11'9""] white shark"
2708,23-Mar-1994,1994.0,Unprovoked,CHILE,,300 miles East of Easter Island,Swimming alongside NOAA research vessel Discoverer,M,Survived,N,11h51,"3.6 m [11'9""] white shark"
2709,07-Mar-1994,1994.0,Provoked,USA,California,,Removing shark from tank in nightclub ,M,Survived,N,,"Lemon shark, 4' "
2710,01-Mar-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,Survived,N,,2 m shark
2711,27-Feb-1994,1994.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Saxon Reef,Spearfishing,M,Survived,N,11h00,3 m [10'] shark
2712,19-Feb-1994,1994.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,Survived,N,13h00,1.2 m [4'] shark
2713,13-Feb-1994,1994.0,Provoked,USA,Hawaii,Kailua Bay,Fishing,M,Survived,N,17h00,
2714,12-Feb-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Beachview Holiday Resort,Surfing,M,Survived,N,16h30,3 m [10'] white shark
2715,Feb-1994,1994.0,Unprovoked,NEW CALEDONIA,South Province,Cap Goulvain,Fishing,M,Fatal,Y,,
2716,31-Jan-1994,1994.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,Survived,N,,
2717,31-Jan-1994,1994.0,Unprovoked,USA,Hawaii,"Velzyland, north shore of O'ahu",Surfing,M,Fatal,Y,,Tiger shark
2718,30-Jan-1994,1994.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Windsurfing,M,Survived,N,13h30,
2719,Reported 12-Jan-1994,1994.0,Watercraft,AUSTRALIA,Western Australia,Albany,Fishing,F,No Injury,N,07h30,White shark
2720,09-Jan-1994,1994.0,Unprovoked,AUSTRALIA,Queensland,"Katana Downs Reach, Brisbane River","Swimming, after falling off towed kneeboard",M,Survived,N,,1.5 m shark
2721,03-Jan-1994,1994.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,Swimming ,M,Survived,N,16h15,"1.3 m [4'3""] shark"
2722,Last incident of 1994 in Hong Kong,1994.0,Unprovoked,HONG KONG,,,Playing volleyball with friends,F,Survived,N,,Tiger shark said to be 5 to 7 m [16.5' to 23'] 
2723,1994,1994.0,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,Survived,N,,Blacktip shark
2724,Dec-1993,1993.0,Unprovoked,USA,Hawaii,Waipo,Surfing,M,Fatal,Y,,"On 11-Jan-1994, his remains washed ashore. A 2.4 m [8'] tiger shark thought to be involved"
2725,28-Nov-1993,1993.0,Unprovoked,USA,Florida,"North Beach Jetty, St Lucie County",Swimming,M,Survived,N,,
2726,21-Nov-1993,1993.0,Unprovoked,AUSTRALIA,Western Australia, A pearl  farm in Roebuck Bay,Hookah diving,M,Fatal,Y,15h15,Tiger shark caught 6 days later with diver’s remains in its gut
2727,12-Nov-1993,1993.0,Unprovoked,USA,Hawaii,"Horners, Wailua, Kaua'i","Surfing, paddling shorewards",M,Survived,N,10h55,
2728,Nov-1993,1993.0,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Stamding,M,Fatal,Y,,
2729,30-Oct-1993,1993.0,Unprovoked,USA,California,"""Bunkers"" Eureka, Humboldt County",Surfing,M,Survived,N,16h30,4 m to 5 m [13' to 16.5'] white shark
2730,26-Oct-1993,1993.0,Unprovoked,USA,Florida,"Treasure Shores Beach, Indian River County",Swimming,F,Survived,N,10h00,3 m [10'] bull shark
2731,10-Oct-1993,1993.0,Watercraft,USA,California,"Goat Rock, Bodega Bay, Sonoma County?",Kayaking,F,Survived,N,14h30,>6 m [20'] white shark
2732,Oct-1993,1993.0,Unprovoked,USA,Hawaii,"Mouth of Wallua River, Kaua'i",Surfing,M,Survived,N,,Tiger shark
2733,30-Sep-1993,1993.0,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,Swimming,M,Fatal,Y,,
2734,26-Sep-1993,1993.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Danger Point,Spearfishing,M,Survived,N,11h30,3 m [10'] white shark
2735,16-Sep-1993,1993.0,Unprovoked,EL SALVADOR,La Libertad,near El Cocal Beach,Surfing,M,Survived,N,,3.7 m [12'] white shark
2736,16-Sep-1993,1993.0,Unprovoked,EL SALVADOR,La Libertad,El Cocal Beach,Surfing,M,Fatal,Y,,
2737,14-Sep-1993,1993.0,Unprovoked,USA,Florida,"Huguenot Memorial Park, Duval County",Wading,M,Survived,N,,3' shark
2738,09-Sep-1993,1993.0,Unprovoked,USA,Florida,"Little Talbot Island, Jacksonville, Duval County",,M,Survived,N,,
2739,03-Sep-1993,1993.0,Unprovoked,SPAIN,Costa Blanca,"Playa de las Arenas, Valencia ",Swimming,M,Survived,N,08h00,1.2 m [4'] shark
2740,21-Aug-1993,1993.0,Unprovoked,BAHAMAS,Walkers Cay,"Matinella Reef, 15 to 20 miles west of Walkers Cay",Spearfishing,M,Survived,N,17h15,1.8 m [6'] blacktip shark or Caribbean reef shark
2741,Reported      19-Aug-1993,1993.0,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,Survived,N,,
2742, 19-Aug-1993,1993.0,Unprovoked,USA,Hawaii,"Paukukalo, Maui","Surfing, paddling seawards",M,Survived,N,07h05,
2743,15-Aug-1993,1993.0,Watercraft,USA,California,Between Santa Cruz Island and Santa Barbara,Watching the shark feeding on a dead pinniped,M,No Injury,N,11h30,">6 m white shark, according to witnesses"
2744,15-Aug-1993,1993.0,Unprovoked,USA,North Carolina,Pamlico Sound,Riding floatation device,F,Survived,N,10h00,Bull shark
2745,14-Aug-1993,1993.0,Watercraft,AUSTRALIA,Western Australia,Off Rottnest Island,Fishing,M,No Injury,N,,6 m [20'] white shark
2746,12-Aug-1993,1993.0,Unprovoked,USA,California,"Abalone Point, Westport Union Landing, Mendocino County",Free diving for abalone (ascending),M,Survived,N,14h00,5.5 m to 6 m [18' to 20']  white shark
2747,Aug-1993,1993.0,Unprovoked,NEW CALEDONIA,South Province,Ile Moro,Fishing for lobsters,M,Fatal,Y,,
2748,Aug-1993,1993.0,Watercraft,EL SALVADOR,La Libertad,La Libertad,Oyster fishing,M,Fatal,Y,,White shark?
2749,30-Jul-1993,1993.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Surfing,M,Survived,N,15h00,4 m [13'] white shark
2750,07-Jul-1993,1993.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Playing,F,Survived,N,18h12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered "
2751,30-Jun-1993,1993.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Fatal,Y,,
2752,29-Jun-1993,1993.0,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Body boarding,M,Survived,N,,
2753,11-Jun-1993,1993.0,Unprovoked,HONG KONG,New Territories,Silverstrand,Swimming,M,Fatal,Y,07h15,
2754,11-Jun-1993,1993.0,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa Shallows, Cozumel",Scuba diving,F,Fatal,Y,19h30,
2755,10-Jun-1993,1993.0,Unprovoked,USA,Hawaii,"Goats Island (Moku’auia Island), Malaekahana State Recreation Area, Laie, O'ahu",Paddling on surfboard or body board,M,Survived,N,07h10,Thought to involve a tiger shark
2756,09-Jun-1993,1993.0,Unprovoked,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Scuba diving,M,Fatal,Y,09h30,Remains recovered from 5.5 m [18'] white shark
2757,05-Jun-1993,1993.0,Unprovoked,AUSTRALIA,Tasmania,Tenth Island (King Island),Scuba diving at seal colony,F,Fatal,Y,10h55,5 m [16.5'] white shark
2758,01-Jun-1993,1993.0,Unprovoked,HONG KONG,New Territories,Sheung Sz Wan,Swimming,M,Fatal,Y,,
2759,Jun-1993,1993.0,Unprovoked,USA,North Carolina,"Hamstead, Pender County",Swimming,F,No Injury,N,Dusk,6' shark
2760,Late May 1993,1993.0,Unprovoked,HONG KONG,"On the Kowloon penisula, south of Sai Kung",Silverstrand,,F,Survived,Y,,
2761,May 1993,1993.0,Unprovoked,SOMALIA,Banaadir Region,"Arroyo Beach, Mogadishu",Swimming,F,Fatal,Y,,
2763,27-Mar-1993,1993.0,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,M,Survived,N,,
2764,22-Mar-1993,1993.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Floating on his back,M,Survived,N,16h00,
2765,17-Mar-1993,1993.0,Unprovoked,JAPAN,Ehime Prefecture,Iyo,,M,Survived,N,,Possiby white shark
2766,14-Mar-1993,1993.0,Unprovoked,USA,Hawaii,"Paradise Bay (next to Wailua Bay), Maui",Paddling on surfboard,M,Survived,N,15h45,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)"
2767,12-Mar-1993,1993.0,Unprovoked,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Free diving & spearfishing (ascending),M,No Injury,N,14h30,White shark
2768,Mar-1993,1993.0,Unprovoked,NEW CALEDONIA,South Province,Île de Casey,Swimming,M,Survived,N,,
2769,19-Feb-1993,1993.0,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,Survived,N,03h00,
2770,18-Feb-1993,1993.0,Sea Disaster,TONGA,Tongapatu Group,Between 'Ata and Tongapatu,Sea disaster,M,Survived,N,Afternoon,1.5 m [5'] shark
2771,04-Feb 1993,1993.0,Provoked,AUSTRALIA,Queensland,Mooloolaba,Fishing,M,Survived,N,13h45,"Bronze whaler shark, 1.5 m "
2772,23-Jan-1993,1993.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Body boarding,M,Survived,N,,
2773,05-Jan-1993,1993.0,Unprovoked,AUSTRALIA,Queensland,"Line Reef, northeast of Hamilton Island, Whitsundays",Spearfishing,M,Survived,N,09h00,1.5 m shark
2774,04-Jan-1993,1993.0,Watercraft,CARIBBEAN SEA,,Off Dominican Republic,   ,M,No Injury,N,,Two 3 m [10'] oceanic whitetip sharks
2775,02-Jan-1993,1993.0,Unprovoked,USA,Oregon,"Bastendorf Beach, Coos County",Surfing,M,No Injury,N,16h30,6 m [20'] white shark
2776,Fall 1993,1993.0,Unprovoked,ANGOLA,West Africa,,Surfing,M,Survived,N,,3 m [10'] white shark
2777,Between May & Nov-1993,1993.0,Unprovoked,SOMALIA,Banaadir Region,Mogadishu,,M,Fatal,Y,,
2778,1993,1993.0,Unprovoked,TONGA,Vava’u,Between Ofu & Fafini Islands,Spearfishing,F,Survived,N,,
2779,1993,1993.0,Unprovoked,USA,Florida,"Key West, Monroe County",Snorkeling,M,Survived,N,,Lemon shark
2780,28-Dec-1992,1992.0,Unprovoked,USA,Hawaii,"Honomuni, Moloka'i","Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,Survived,N,A.M.,"Tiger shark, 2.4 m [8']"
2781,23-Dec-1992,1992.0,Unprovoked,USA,Hawaii,"Chun's Reef, Laniakea, O'ahu",Lying on surfboard,M,Survived,N,17h30,"Tiger shark, 3 m to 4.9 m [10' to 16'] "
2782,29-Nov-1992,1992.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Spearfishing / free diving,M,Survived,N,15h30,"Mako shark, 1.8 m [6']  "
2783,25-Nov-1992,1992.0,Unprovoked,USA,Florida,"Brevard County, a mile north of Sebastian Inlet",Surfing,M,Survived,N,07h30,6' to 7' blacktip shark
2784,23-Nov-1992,1992.0,Unprovoked,USA,Florida,,Surfing,M,Survived,N,13h00,1.8 m [6'] shark
2785,14-Nov-1992,1992.0,Watercraft,USA,California,"Ano Nuevo, San Mateo County",Kayaking,M,No Injury,N,12h50,5 m to 6 m white shark
2786,Reported 12-Nov-1992,1992.0,Unprovoked,FIJI,Wakaya Island,,Scuba diving,M,Survived,N,,3 m hammerhead shark
2787,11-Nov-1992,1992.0,Unprovoked,USA,California,"San Nicholas Island, Santa Barbara County",Scuba diving (submerged),M,Survived,N,14h00,Unidentified shark
2788,06-Nov-1992,1992.0,Unprovoked,USA,Florida,"North Jetty Park, Fort Pierce, St Lucie County",Surfing,M,Survived,N,14h15,
2789,05-Nov-1992,1992.0,Unprovoked,USA,Hawaii,"Kea'au Beach Park, O'ahu",Body boarding,M,Survived,Y,09h45,"Tiger shark, 3 m to 3.7 m [10' to 12'] "
2790,29-Oct-1992,1992.0,Unprovoked,USA,California,"Castle Rock, San Miguel Island, Santa Barbara County",Hookah diving for sea urchins,M,Survived,N,11h00,2.5 m [8.25'] white shark
2791,22-Oct-1992,1992.0,Unprovoked,USA,Hawaii,"Lanaikea, O'ahu",Surfing,M,Survived,N,07h40,"Tiger shark, 4.3 m [14'] "
2792,15-Oct-1992,1992.0,Unprovoked,AUSTRALIA,New South Wales,Avalon Beach,Scuba diving,M,Survived,N,,Grey nurse shark
2793,11-Oct-1992,1992.0,Unprovoked,BRAZIL,Maranhão,"Praia de São Marcus, Sáo Luiz",Boogie boarding,M,Survived,N,Afternoon,
2794,01-Oct-1992,1992.0,Unprovoked,AUSTRALIA,Queensland,"North Point Beach, Moreton Island",Surfing,M,Fatal,Y,14h30,4.2 m white shark
2795,18-Sep-1992,1992.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Body boarding,M,Survived,N,Afternoon,
2796,13-Sep-1992,1992.0,Unprovoked,USA,Oregon,"Gold Beach, Curry County",Surfing,M,Survived,N,17h00,4 m to 5 m [13' to 16.5']  white shark 
2797,11-Sep-1992,1992.0,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,Survived,N,15h00,
2798,10-Sep-1992,1992.0,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,Fatal,Y,,
2799,Sep-1992,1992.0,Unprovoked,USA,Florida,St Lucie County,Surf fishing,M,Survived,N,,
2800,29-Aug-1992,1992.0,Unprovoked,BAHAMAS,Abaco Islands,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",F,Survived,N,,1.8 m [6'] blacktip shark
2801,25-Aug-1992,1992.0,Unprovoked,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,Survived,N,17h50,4 m white shark
2803,18-Aug-1992,1992.0,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,No Injury,N,17h00,5.5 m to 6 m [18' to 20'] white shark
2804,17-Aug-1992,1992.0,Provoked,USA,Florida,"Manalapan, Palm Beach County",Snorkeling,M,Survived,N,,"Nurse shark, 3', 20-lb "
2807,21-Jul-1992,1992.0,Unprovoked,USA,Florida,"Manasota Beach, Sarasota County",Standing,F,Survived,N,12h33,"""a small shark"""
2808,08-Jul-1992,1992.0,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,Survived,N,30 minutes after 1992.07.08.a,
2809,08-Jul-1992,1992.0,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,Survived,N,Morning,
2810,28-Jun-1992,1992.0,Unprovoked,BRAZIL,Pernambuco,Piedade,Swimming,M,Fatal,Y,,
